"Object ID",Name,"Wikidata QID","subclass of - Object ID","instance of - Object ID","musical parameter - Object ID","used by - Object ID"
15992234,portato,Q1930998,15992143,15992106,16002774,15990792
15992234,portato,Q1930998,15992143,15992106,15992227,15990793
15992234,portato,Q1930998,15992143,15992106,15992227,15990789
15992234,portato,Q1930998,15992143,15992106,15992227,15990792
15992234,portato,Q1930998,15992143,15992148,16002774,15990793
15992234,portato,Q1930998,15992143,15992148,16002774,15990789
15992234,portato,Q1930998,15992143,15992148,16002774,15990792
15992234,portato,Q1930998,15992143,15992148,15992227,15990793
15992234,portato,Q1930998,15992143,15992148,15992227,15990789
15992234,portato,Q1930998,15992143,15992148,15992227,15990792
15992234,portato,Q1930998,15992156,15992106,16002774,15990793
15992234,portato,Q1930998,15992156,15992106,16002774,15990789
15992234,portato,Q1930998,15992156,15992106,16002774,15990792
15992234,portato,Q1930998,15992156,15992106,15992227,15990793
15992234,portato,Q1930998,15992156,15992106,15992227,15990789
15992234,portato,Q1930998,15992156,15992106,15992227,15990792
15992234,portato,Q1930998,15992156,15992148,16002774,15990793
15992234,portato,Q1930998,15992156,15992148,16002774,15990789
15992234,portato,Q1930998,15992156,15992148,16002774,15990792
15992234,portato,Q1930998,15992156,15992148,15992227,15990793
15992234,portato,Q1930998,15992156,15992148,15992227,15990789
15992234,portato,Q1930998,15992156,15992148,15992227,15990792
15992234,portato,Q1930998,16002509,15992106,16002774,15990793
15992234,portato,Q1930998,16002509,15992106,16002774,15990789
15992234,portato,Q1930998,16002509,15992106,16002774,15990792
15992234,portato,Q1930998,16002509,15992106,15992227,15990793
15992234,portato,Q1930998,16002509,15992106,15992227,15990789
15992234,portato,Q1930998,16002509,15992106,15992227,15990792
15992234,portato,Q1930998,16002509,15992148,16002774,15990793
15992234,portato,Q1930998,16002509,15992148,16002774,15990789
15992234,portato,Q1930998,16002509,15992148,16002774,15990792
15992234,portato,Q1930998,16002509,15992148,15992227,15990793
15992234,portato,Q1930998,16002509,15992148,15992227,15990789
15992234,portato,Q1930998,16002509,15992148,15992227,15990792
15996285,signature,Q188675,,,,15990789
15996285,signature,Q188675,,,,15990793
15996285,signature,Q188675,,,,15990792
15996294,slur,Q863575,15992143,15992106,16002774,15990793
15996294,slur,Q863575,15992143,15992106,16002774,15990792
15996294,slur,Q863575,15992143,15992106,16002774,15990790
15996294,slur,Q863575,15992143,15992106,15992227,15990793
15996294,slur,Q863575,15992143,15992106,15992227,15990792
15996294,slur,Q863575,15992143,15992106,15992227,15990790
15996298,citation,Q1713,,,,15990790
15996298,citation,Q1713,,,,15990791
15996307,"ink stamp",Q57305415,,15996306,,15990791
15996318,"ad libitum",Q310735,15992162,15992106,16002391,15990792
15996318,"ad libitum",Q310735,15992162,15992106,16002391,15990789
15996318,"ad libitum",Q310735,15992162,15992106,16002774,15990792
15996318,"ad libitum",Q310735,15992162,15992106,16002774,15990789
15996318,"ad libitum",Q310735,15992162,15992102,16002391,15990792
15996318,"ad libitum",Q310735,15992162,15992102,16002391,15990789
15996318,"ad libitum",Q310735,15992162,15992102,16002774,15990792
15996318,"ad libitum",Q310735,15992162,15992102,16002774,15990789
15996318,"ad libitum",Q310735,15992162,15992175,16002391,15990792
15996318,"ad libitum",Q310735,15992162,15992175,16002391,15990789
15996318,"ad libitum",Q310735,15992162,15992175,16002774,15990792
15996318,"ad libitum",Q310735,15992162,15992175,16002774,15990789
16002129,"musica ficta",Q1852714,15992173,15992106,16002391,15990790
16002129,"musica ficta",Q1852714,15992173,15992106,16002391,15990791
16002129,"musica ficta",Q1852714,15992173,15992102,16002391,15990790
16002129,"musica ficta",Q1852714,15992173,15992102,16002391,15990791
16002350,"natural sign",Q747691,15992173,15992106,16002391,15990789
16002350,"natural sign",Q747691,15992173,15992106,16002391,15990792
16002350,"natural sign",Q747691,15992173,15992106,16002391,15990790
16002135,clef,Q181040,,15992106,16002391,15990790
16002135,clef,Q181040,,15992106,16002391,15990792
15992195,piano,Q2707020,15992201,15992106,15992192,15990789
15992195,piano,Q2707020,15992201,15992106,15992192,15990793
15992195,piano,Q2707020,15992201,15992106,15992192,15990790
15992197,mezzopiano,Q2147562,15992201,15992106,15992192,15990789
15992197,mezzopiano,Q2147562,15992201,15992106,15992192,15990793
15992197,mezzopiano,Q2147562,15992201,15992106,15992192,15990790
15992197,mezzopiano,Q2147562,15992195,15992106,15992192,15990789
15992197,mezzopiano,Q2147562,15992195,15992106,15992192,15990793
15992197,mezzopiano,Q2147562,15992195,15992106,15992192,15990790
15992198,mezzoforte,Q7258512,15992201,15992106,15992192,15990789
15992198,mezzoforte,Q7258512,15992201,15992106,15992192,15990793
15992198,mezzoforte,Q7258512,15992201,15992106,15992192,15990790
15992198,mezzoforte,Q7258512,15992193,15992106,15992192,15990789
15992198,mezzoforte,Q7258512,15992193,15992106,15992192,15990793
15992198,mezzoforte,Q7258512,15992193,15992106,15992192,15990790
15992202,fortepiano,Q2192323,15992201,15992106,15992192,15990789
15992202,fortepiano,Q2192323,15992201,15992106,15992192,15990793
15992202,fortepiano,Q2192323,15992201,15992106,15992192,15990790
15992202,fortepiano,Q2192323,15992193,15992106,15992192,15990789
15992202,fortepiano,Q2192323,15992193,15992106,15992192,15990793
15992202,fortepiano,Q2192323,15992193,15992106,15992192,15990790
15992202,fortepiano,Q2192323,15992195,15992106,15992192,15990789
15992202,fortepiano,Q2192323,15992195,15992106,15992192,15990793
15992202,fortepiano,Q2192323,15992195,15992106,15992192,15990790
15992193,forte,Q1191094,15992201,15992106,15992192,15990789
15992193,forte,Q1191094,15992201,15992106,15992192,15990793
15992193,forte,Q1191094,15992201,15992106,15992192,15990790
15992105,tempo,Q189214,,15992102,16002774,15990789
15992105,tempo,Q189214,,15992102,16002774,15990793
15992105,tempo,Q189214,,15992102,16002774,15990790
15992105,tempo,Q189214,,15992099,16002774,15990789
15992105,tempo,Q189214,,15992099,16002774,15990793
15992105,tempo,Q189214,,15992099,16002774,15990790
15992101,loudness,Q622324,,15992099,15992192,15990789
15992101,loudness,Q622324,,15992099,15992192,15990793
15992101,loudness,Q622324,,15992099,15992192,15990790
15992101,loudness,Q622324,,15992099,15992192,15990792
15992101,loudness,Q622324,,15992102,15992192,15990789
15992101,loudness,Q622324,,15992102,15992192,15990793
15992101,loudness,Q622324,,15992102,15992192,15990790
15992101,loudness,Q622324,,15992102,15992192,15990792
15992143,articulation,Q372923,,15992106,15992227,15990792
15992143,articulation,Q372923,,15992106,15992227,15990793
15992143,articulation,Q372923,,15992106,16002774,15990792
15992143,articulation,Q372923,,15992106,16002774,15990793
15992143,articulation,Q372923,,15992102,15992227,15990792
15992143,articulation,Q372923,,15992102,15992227,15990793
15992143,articulation,Q372923,,15992102,16002774,15990792
15992143,articulation,Q372923,,15992102,16002774,15990793
15992146,accent,Q424494,15992141,15992106,16002774,15990789
15992146,accent,Q424494,15992141,15992106,16002774,15990793
15992146,accent,Q424494,15992141,15992106,16002774,15990790
15992146,accent,Q424494,15992141,15992106,16002774,15990792
15992146,accent,Q424494,15992141,15992106,15992227,15990789
15992146,accent,Q424494,15992141,15992106,15992227,15990793
15992146,accent,Q424494,15992141,15992106,15992227,15990790
15992146,accent,Q424494,15992141,15992106,15992227,15990792
15992142,staccato,Q466944,15992141,15992106,15992227,15990789
15992142,staccato,Q466944,15992141,15992106,15992227,15990793
15992142,staccato,Q466944,15992141,15992106,15992227,15990792
15992142,staccato,Q466944,15992141,15992106,16002774,15990789
15992142,staccato,Q466944,15992141,15992106,16002774,15990793
15992142,staccato,Q466944,15992141,15992106,16002774,15990792
15992144,staccatissimo,Q671521,15992141,15992106,16002774,15990793
15992144,staccatissimo,Q671521,15992141,15992106,16002774,15990789
15992144,staccatissimo,Q671521,15992141,15992106,16002774,15990792
15992144,staccatissimo,Q671521,15992141,15992106,15992227,15990793
15992144,staccatissimo,Q671521,15992141,15992106,15992227,15990789
15992144,staccatissimo,Q671521,15992141,15992106,15992227,15990792
15992144,staccatissimo,Q671521,15992142,15992106,16002774,15990793
15992144,staccatissimo,Q671521,15992142,15992106,16002774,15990789
15992144,staccatissimo,Q671521,15992142,15992106,16002774,15990792
15992144,staccatissimo,Q671521,15992142,15992106,15992227,15990793
15992144,staccatissimo,Q671521,15992142,15992106,15992227,15990789
15992144,staccatissimo,Q671521,15992142,15992106,15992227,15990792
15992152,legato,Q649116,15992141,15992106,15992227,15990792
15992152,legato,Q649116,15992141,15992106,15992227,15990790
15992152,legato,Q649116,15992141,15992106,15992227,15990793
15992152,legato,Q649116,15992141,15992106,16002774,15990792
15992152,legato,Q649116,15992141,15992106,16002774,15990790
15992152,legato,Q649116,15992141,15992106,16002774,15990793
15992152,legato,Q649116,15992141,15992111,15992227,15990792
15992152,legato,Q649116,15992141,15992111,15992227,15990790
15992152,legato,Q649116,15992141,15992111,15992227,15990793
15992152,legato,Q649116,15992141,15992111,16002774,15990792
15992152,legato,Q649116,15992141,15992111,16002774,15990790
15992152,legato,Q649116,15992141,15992111,16002774,15990793
15992152,legato,Q649116,15992156,15992106,15992227,15990792
15992152,legato,Q649116,15992156,15992106,15992227,15990790
15992152,legato,Q649116,15992156,15992106,15992227,15990793
15992152,legato,Q649116,15992156,15992106,16002774,15990792
15992152,legato,Q649116,15992156,15992106,16002774,15990790
15992152,legato,Q649116,15992156,15992106,16002774,15990793
15992152,legato,Q649116,15992156,15992111,15992227,15990792
15992152,legato,Q649116,15992156,15992111,15992227,15990790
15992152,legato,Q649116,15992156,15992111,15992227,15990793
15992152,legato,Q649116,15992156,15992111,16002774,15990792
15992152,legato,Q649116,15992156,15992111,16002774,15990790
15992152,legato,Q649116,15992156,15992111,16002774,15990793
16002351,"flat sign",Q7001368,15992173,15992106,16002391,15990789
16002351,"flat sign",Q7001368,15992173,15992106,16002391,15990790
16002351,"flat sign",Q7001368,15992173,15992106,16002391,15990792
16002352,"sharp sign",Q2542618,15992173,15992106,16002391,15990789
16002352,"sharp sign",Q2542618,15992173,15992106,16002391,15990792
16002352,"sharp sign",Q2542618,15992173,15992106,16002391,15990790
15992191,"realization of figured bass",Q96401348,15992135,15992133,16002391,15990792
15992191,"realization of figured bass",Q96401348,15992135,15992133,16002391,15990790
15992191,"realization of figured bass",Q96401348,15992135,15992133,16002391,15990791
15992191,"realization of figured bass",Q96401348,15992135,15992133,16002774,15990792
15992191,"realization of figured bass",Q96401348,15992135,15992133,16002774,15990790
15992191,"realization of figured bass",Q96401348,15992135,15992133,16002774,15990791
15992191,"realization of figured bass",Q96401348,15992135,15992148,16002391,15990792
15992191,"realization of figured bass",Q96401348,15992135,15992148,16002391,15990790
15992191,"realization of figured bass",Q96401348,15992135,15992148,16002391,15990791
15992191,"realization of figured bass",Q96401348,15992135,15992148,16002774,15990792
15992191,"realization of figured bass",Q96401348,15992135,15992148,16002774,15990790
15992191,"realization of figured bass",Q96401348,15992135,15992148,16002774,15990791
15992191,"realization of figured bass",Q96401348,15992135,15992175,16002391,15990792
15992191,"realization of figured bass",Q96401348,15992135,15992175,16002391,15990790
15992191,"realization of figured bass",Q96401348,15992135,15992175,16002391,15990791
15992191,"realization of figured bass",Q96401348,15992135,15992175,16002774,15990792
15992191,"realization of figured bass",Q96401348,15992135,15992175,16002774,15990790
15992191,"realization of figured bass",Q96401348,15992135,15992175,16002774,15990791
15992191,"realization of figured bass",Q96401348,16002776,15992133,16002391,15990792
15992191,"realization of figured bass",Q96401348,16002776,15992133,16002391,15990790
15992191,"realization of figured bass",Q96401348,16002776,15992133,16002391,15990791
15992191,"realization of figured bass",Q96401348,16002776,15992133,16002774,15990792
15992191,"realization of figured bass",Q96401348,16002776,15992133,16002774,15990790
15992191,"realization of figured bass",Q96401348,16002776,15992133,16002774,15990791
15992191,"realization of figured bass",Q96401348,16002776,15992148,16002391,15990792
15992191,"realization of figured bass",Q96401348,16002776,15992148,16002391,15990790
15992191,"realization of figured bass",Q96401348,16002776,15992148,16002391,15990791
15992191,"realization of figured bass",Q96401348,16002776,15992148,16002774,15990792
15992191,"realization of figured bass",Q96401348,16002776,15992148,16002774,15990790
15992191,"realization of figured bass",Q96401348,16002776,15992148,16002774,15990791
15992191,"realization of figured bass",Q96401348,16002776,15992175,16002391,15990792
15992191,"realization of figured bass",Q96401348,16002776,15992175,16002391,15990790
15992191,"realization of figured bass",Q96401348,16002776,15992175,16002391,15990791
15992191,"realization of figured bass",Q96401348,16002776,15992175,16002774,15990792
15992191,"realization of figured bass",Q96401348,16002776,15992175,16002774,15990790
15992191,"realization of figured bass",Q96401348,16002776,15992175,16002774,15990791
15992189,"instrument reconstruction",,16002776,15992133,16002391,15990791
15992189,"instrument reconstruction",,16002776,15992133,16002391,15990790
15992189,"instrument reconstruction",,16002776,15992133,16002774,15990791
15992189,"instrument reconstruction",,16002776,15992133,16002774,15990790
15992189,"instrument reconstruction",,16002776,15992133,15992192,15990791
15992189,"instrument reconstruction",,16002776,15992133,15992192,15990790
15992189,"instrument reconstruction",,16002776,15992133,15992227,15990791
15992189,"instrument reconstruction",,16002776,15992133,15992227,15990790
16002380,Divisi,Q1230694,16002776,15992102,15992227,15990793
16002380,Divisi,Q1230694,16002776,15992102,15992227,15990789
16002380,Divisi,Q1230694,16002776,15992106,15992227,15990793
16002380,Divisi,Q1230694,16002776,15992106,15992227,15990789
16002776,instrumentation,Q617028,,15992102,15992227,15990789
16002776,instrumentation,Q617028,,15992102,15992227,15990790
16002776,instrumentation,Q617028,,15992102,15992227,15990793
16002137,variation,Q16920157,15992162,15992148,16002774,15990792
16002137,variation,Q16920157,15992162,15992148,16002774,15990793
16002137,variation,Q16920157,15992162,15992106,16002774,15990792
16002137,variation,Q16920157,15992162,15992106,16002774,15990793
16002130,"voice leading",Q2027877,,15992121,16002391,15990791
16002130,"voice leading",Q2027877,,15992121,16002391,15990790
16002130,"voice leading",Q2027877,,15992133,16002391,15990791
16002130,"voice leading",Q2027877,,15992133,16002391,15990790
15996291,date,Q186408,,,,15990789
15996291,date,Q186408,,,,15990791
15992190,transposition,Q815323,,15992102,16002391,15990793
15992190,transposition,Q815323,,15992102,16002391,15990790
15992190,transposition,Q815323,,15992102,16002391,15990792
15992188,"colla parte",Q126950983,15992148,15992148,16002391,15990790
15992188,"colla parte",Q126950983,15992148,15992148,16002391,15990792
15992188,"colla parte",Q126950983,15992148,15992106,16002391,15990790
15992188,"colla parte",Q126950983,15992148,15992106,16002391,15990792
15992176,cadenza,Q1069389,15992162,15992175,16002391,15990792
15992176,cadenza,Q1069389,15992162,15992175,16002391,15990790
15992176,cadenza,Q1069389,15992162,15992175,16002774,15990792
15992176,cadenza,Q1069389,15992162,15992175,16002774,15990790
15992176,cadenza,Q1069389,15992162,15992106,16002391,15990792
15992176,cadenza,Q1069389,15992162,15992106,16002391,15990790
15992176,cadenza,Q1069389,15992162,15992106,16002774,15990792
15992176,cadenza,Q1069389,15992162,15992106,16002774,15990790
15992170,tremolo,Q123171932,15992162,15992106,16002391,15990789
15992170,tremolo,Q123171932,15992162,15992106,16002391,15990792
15992170,tremolo,Q123171932,15992162,15992106,16002774,15990789
15992170,tremolo,Q123171932,15992162,15992106,16002774,15990792
15992170,tremolo,Q123171932,15992162,15992148,16002391,15990789
15992170,tremolo,Q123171932,15992162,15992148,16002391,15990792
15992170,tremolo,Q123171932,15992162,15992148,16002774,15990789
15992170,tremolo,Q123171932,15992162,15992148,16002774,15990792
15992162,ornament,Q739589,15992148,15992148,16002391,15990792
15992162,ornament,Q739589,15992148,15992148,16002391,15990790
15992162,ornament,Q739589,15992148,15992148,16002774,15990792
15992162,ornament,Q739589,15992148,15992148,16002774,15990790
15992162,ornament,Q739589,15992148,15992106,16002391,15990792
15992162,ornament,Q739589,15992148,15992106,16002391,15990790
15992162,ornament,Q739589,15992148,15992106,16002774,15990792
15992162,ornament,Q739589,15992148,15992106,16002774,15990790
15992151,"messa di voce",Q1537440,15992148,15992148,15992192,15990792
15992151,"messa di voce",Q1537440,15992148,15992148,15992192,15990793
15992151,"messa di voce",Q1537440,15992148,15992106,15992192,15990792
15992151,"messa di voce",Q1537440,15992148,15992106,15992192,15990793
15992149,vibrato,Q377435,15992148,15992148,15992227,15990792
15992149,vibrato,Q377435,15992148,15992148,16002391,15990792
15992149,vibrato,Q377435,15992148,15992106,15992227,15990792
15992149,vibrato,Q377435,15992148,15992106,16002391,15990792
15992147,marcato,Q2524785,15992141,15992106,16002774,15990793
15992147,marcato,Q2524785,15992141,15992106,16002774,15990789
15992147,marcato,Q2524785,15992141,15992106,16002774,15990792
15992147,marcato,Q2524785,15992141,15992106,15992227,15990793
15992147,marcato,Q2524785,15992141,15992106,15992227,15990789
15992147,marcato,Q2524785,15992141,15992106,15992227,15990792
15992126,"measure subdivision",,15992105,15992121,16002774,15990793
15992126,"measure subdivision",,15992105,15992121,16002774,15990792
15992126,"measure subdivision",,15992105,15992111,16002774,15990793
15992126,"measure subdivision",,15992105,15992111,16002774,15990792
15992174,"octave sign",Q126950966,,15992106,16002391,15990792
15992174,"octave sign",Q126950966,,15992106,16002391,15990790
15992174,"octave sign",Q126950966,,15992106,16002391,15990789
15992173,accidental,Q816335,,15992106,16002391,15990790
15992171,"repeat sign",Q17137002,16002137,15992106,16002774,15990789
15992171,"repeat sign",Q17137002,16002137,15992106,16002774,15990790
15992156,"musical phrasing",Q15130689,,15992102,15992227,15990793
15992156,"musical phrasing",Q15130689,,15992102,15992227,15990792
15992156,"musical phrasing",Q15130689,,15992102,15992192,15990793
15992156,"musical phrasing",Q15130689,,15992102,15992192,15990792
15992156,"musical phrasing",Q15130689,,15992102,16002774,15990793
15992156,"musical phrasing",Q15130689,,15992102,16002774,15990792
16002457,"string number (sul X)",Q326426,16002775,15992106,15992227,15990792
16002505,cantabile,Q913079,16002509,15992106,15992227,15990789
16002505,cantabile,Q913079,16002509,15992106,15992227,15990790
16002505,cantabile,Q913079,15992156,15992106,15992227,15990789
16002505,cantabile,Q913079,15992156,15992106,15992227,15990790
16002509,"musical expression",Q6942545,,15992106,15992227,15990789
16002509,"musical expression",Q6942545,,15992106,15992227,15990793
16002509,"musical expression",Q6942545,,15992106,15992227,15990792
16002509,"musical expression",Q6942545,,15992106,15992227,15990790
16002509,"musical expression",Q6942545,,15992106,15992192,15990789
16002509,"musical expression",Q6942545,,15992106,15992192,15990793
16002509,"musical expression",Q6942545,,15992106,15992192,15990792
16002509,"musical expression",Q6942545,,15992106,15992192,15990790
16002508,energico,Q1939445,16002509,15992106,15992192,15990789
16002508,energico,Q1939445,16002509,15992106,15992192,15990793
16002508,energico,Q1939445,16002509,15992106,15992192,15990790
16002508,energico,Q1939445,16002509,15992106,15992227,15990789
16002508,energico,Q1939445,16002509,15992106,15992227,15990793
16002508,energico,Q1939445,16002509,15992106,15992227,15990790
15992160,dolce,Q109520245,16002509,15992102,15992192,15990789
15992160,dolce,Q109520245,16002509,15992102,15992192,15990793
15992160,dolce,Q109520245,16002509,15992102,15992227,15990789
15992160,dolce,Q109520245,16002509,15992102,15992227,15990793
15992160,dolce,Q109520245,16002509,15992106,15992192,15990789
15992160,dolce,Q109520245,16002509,15992106,15992192,15990793
15992160,dolce,Q109520245,16002509,15992106,15992227,15990789
15992160,dolce,Q109520245,16002509,15992106,15992227,15990793
16002595,"organ stop",Q1446290,15992227,15992106,15992227,15990792
16002595,"organ stop",Q1446290,15992227,15992106,16002391,15990792
16002595,"organ stop",Q1446290,15992227,15992106,15992192,15990792
16002595,"organ stop",Q1446290,16002775,15992106,15992227,15990792
16002595,"organ stop",Q1446290,16002775,15992106,16002391,15990792
16002595,"organ stop",Q1446290,16002775,15992106,15992192,15990792
16002611,"tempo rubato",Q1063336,15992105,15992106,16002774,15990792
16002611,"tempo rubato",Q1063336,15992105,15992106,16002774,15990789
16002611,"tempo rubato",Q1063336,15992105,15992106,16002774,15990793
16002611,"tempo rubato",Q1063336,15992105,15992106,16002774,15990790
16002623,portamento,Q263934,15992156,15992148,16002391,15990792
16002623,portamento,Q263934,15992156,15992106,16002391,15990792
16002633,"da capo",Q1138573,15992171,15992106,16002774,15990789
16002633,"da capo",Q1138573,15992171,15992106,16002774,15990790
16002633,"da capo",Q1138573,15992171,15992106,16002774,15990792
16002633,"da capo",Q1138573,16002137,15992106,16002774,15990789
16002633,"da capo",Q1138573,16002137,15992106,16002774,15990790
16002633,"da capo",Q1138573,16002137,15992106,16002774,15990792
16002639,"sotto voce",Q7564035,15992201,15992148,15992227,15990793
16002639,"sotto voce",Q7564035,15992201,15992148,15992227,15990789
16002639,"sotto voce",Q7564035,15992201,15992148,15992192,15990793
16002639,"sotto voce",Q7564035,15992201,15992148,15992192,15990789
16002639,"sotto voce",Q7564035,15992201,15992106,15992227,15990793
16002639,"sotto voce",Q7564035,15992201,15992106,15992227,15990789
16002639,"sotto voce",Q7564035,15992201,15992106,15992192,15990793
16002639,"sotto voce",Q7564035,15992201,15992106,15992192,15990789
16002639,"sotto voce",Q7564035,16002509,15992148,15992227,15990793
16002639,"sotto voce",Q7564035,16002509,15992148,15992227,15990789
16002639,"sotto voce",Q7564035,16002509,15992148,15992192,15990793
16002639,"sotto voce",Q7564035,16002509,15992148,15992192,15990789
16002639,"sotto voce",Q7564035,16002509,15992106,15992227,15990793
16002639,"sotto voce",Q7564035,16002509,15992106,15992227,15990789
16002639,"sotto voce",Q7564035,16002509,15992106,15992192,15990793
16002639,"sotto voce",Q7564035,16002509,15992106,15992192,15990789
16002651,"buff stop",Q123059541,16002775,15992106,15992227,15990792
16002651,"buff stop",Q123059541,16002775,15992148,15992227,15990792
16002775,"musical instrument part",Q19659292,,16002650,15992227,15990792
16002652,sostenuto,Q945900,15992143,15992106,16002774,15990790
16002652,sostenuto,Q945900,15992143,15992106,16002774,15990793
16002652,sostenuto,Q945900,15992143,15992106,16002774,15990789
16002652,sostenuto,Q945900,15992143,15992106,15992227,15990790
16002652,sostenuto,Q945900,15992143,15992106,15992227,15990793
16002652,sostenuto,Q945900,15992143,15992106,15992227,15990789
16002652,sostenuto,Q945900,15992156,15992106,16002774,15990790
16002652,sostenuto,Q945900,15992156,15992106,16002774,15990793
16002652,sostenuto,Q945900,15992156,15992106,16002774,15990789
16002652,sostenuto,Q945900,15992156,15992106,15992227,15990790
16002652,sostenuto,Q945900,15992156,15992106,15992227,15990793
16002652,sostenuto,Q945900,15992156,15992106,15992227,15990789
16002652,sostenuto,Q945900,16002509,15992106,16002774,15990790
16002652,sostenuto,Q945900,16002509,15992106,16002774,15990793
16002652,sostenuto,Q945900,16002509,15992106,16002774,15990789
16002652,sostenuto,Q945900,16002509,15992106,15992227,15990790
16002652,sostenuto,Q945900,16002509,15992106,15992227,15990793
16002652,sostenuto,Q945900,16002509,15992106,15992227,15990789
16002716,"plainchant transcription",,16002442,15992181,16002391,15990790
16002716,"plainchant transcription",,16002442,15992181,16002391,15990791
16002716,"plainchant transcription",,16002442,15992181,16002774,15990790
16002716,"plainchant transcription",,16002442,15992181,16002774,15990791
16002716,"plainchant transcription",,16002442,15992106,16002391,15990790
16002716,"plainchant transcription",,16002442,15992106,16002391,15990791
16002716,"plainchant transcription",,16002442,15992106,16002774,15990790
16002716,"plainchant transcription",,16002442,15992106,16002774,15990791
15996320,bookplate,Q188456,15996306,15996306,,15990791
15992182,translation,Q7553,,,,15990792
15992182,translation,Q7553,,,,15990790
15992140,"comparative study",Q58901591,,15992133,,15990791
15992140,"comparative study",Q58901591,,15992133,,15990790
15992139,comparison,Q1720648,,,,15990791
15992139,comparison,Q1720648,,,,15990790
15992132,"Volti subito",Q2268953,,15992106,,15990790
15992132,"Volti subito",Q2268953,,15992102,,15990790
15992131,"performance practice",Q124518087,,15992102,,15990792
15992131,"performance practice",Q124518087,,15992102,,15990790
15992117,pointer,,,15992111,,
