"Object ID",Name,"Wikidata QID","GeoNames ID"
15997840,"State of Buryat-Mongolia",Q4147012,
15997839,"Sultanate of Damagaram",Q4154364,
15997838,"Dosso Kingdom",Q4167201,
15997837,"White movement in Transbaikal",Q4182327,
15997836,"Transcaspian Government",Q4184652,
15997835,"Western Confederacy",Q4186402,
15997834,"Sultanate Taranchinsky",Q4199254,
15997833,"Elisu Sultanate",Q4199295,
15997832,"Kingdom of Chiangmai",Q4202331,
15997831,"Kazikumukh Khanate",Q4208290,
15997830,"Kalmyk Khanate",Q4210248,
15997829,"Principality of Trinidad",Q4224859,
15997828,"Catalan Republic",Q42345047,
15997827,"Catalan State (1873)",Q42346134,
15997826,"Catalan State",Q42346215,
15997825,"Kingdom of Setul Mambang Segara",Q42378126,
15997824,"Qutqashen Sultanate",Q4249540,
15997823,"Autonomous Turkish Cypriot Administration",Q4250299,
15997822,"Islamic Emirate of Afghanistan",Q427941,
15997821,"Nagpur kingdom",Q4311709,
15997820,Tanganyika,Q431731,
15997819,"Republic of the Novorossiysk",Q4325153,
15997818,"Olonets Government of Southern Karelia",Q4333992,
15997817,"Kingdom of Orungu",Q4337218,
15997816,"Republic of the North Solomons",Q4393602,
15997815,"Russia Eastern Outskirts",Q4397920,
15997814,"Russian Democratic Federative Republic",Q4397927,
15997813,"Russian State",Q4398229,
15997812,"Republic of Uhtua",Q4412594,
15997811,"SAO Western Slavonia",Q4416710,
15997810,"Singapore in Federation of Malaysia",Q4420038,
15997809,"Soi︠u︡z obʺedinennykh gort︠s︡ev Gorskai︠a︡ Respublika",Q4430531,
15997808,"Romanian Old Kingdom",Q444912,
15997807,"Tashkent State",Q4453003,
15997806,"Tashkent Khanate",Q4453007,
15997805,"Ukrainian National Government",Q4470663,
15997804,"Khoy Khanate",Q4498927,
15997803,"Shuliavka Republic",Q4527647,
15997802,Amarasi,Q454941,
15997801,"West Ukrainian People's Republic",Q457167,
15997800,"Cispadane Republic",Q463289,
15997799,"Landgraviate of Hesse-Rotenburg",Q463845,
15997798,"Durrani Empire",Q467627,
15997797,"People's Socialist Republic of Albania",Q467864,
15997796,Dahomey,Q468814,
15997795,"Transitional Islamic State of Afghanistan",Q4689103,
15997794,"Pre-Colonial Basutoland",Q47499498,
15997793,"Democratic Republic of Afghanistan",Q476757,
15997792,"Fifth Republic of South Korea",Q482705,
15997791,"People's Republic of Korea",Q484370,
15997790,"Great Socialist People's Libyan Arab Jamahiriya",Q4843701,
15997789,Bailundu,Q4848487,
15997788,"Kingdom of Limmu-Ennarea",Q48723590,
15997787,"Pahang Kingdom",Q48724193,
15997786,"Kingdom of Besut Darul Iman",Q48728257,
15997784,"State of the Prince Primate",Q48758020,
15997783,"Third Republic of South Korea",Q487687,
15997782,"Kingdom of Naples (Napoleonic)",Q48779892,
15997781,"Fourth Republic of South Korea",Q488521,
15997780,"Beylik of Tunis",Q4899891,
15997779,"Bida Emirate",Q4903979,
15997778,"Khanate of Khwarazm",Q491106,
15997777,"First Republic of South Korea",Q491559,
15997776,"British Bencoolen",Q4969562,
15997775,"First Spanish Republic",Q497777,
15997774,"Kingdom of Gera",Q500965,
15997773,"Free City of Kraków",Q501303,
15997772,"Kingdom of Gomma",Q501684,
15997771,"State of Maranhão",Q502009,
15997770,"Gold Coast Colony",Q503623,
15997769,"Centralist Republic of Mexico",Q5062192,
15997768,"Baté Empire",Q507346,
15997767,"Republic of Heinzenland",Q514271,
15997766,"Parthenopean Republic",Q514423,
15997765,"First Republic of Austria",Q518101,
15997764,"Republic of Central Lithuania",Q523380,
15997763,"United States of Indonesia",Q523435,
15997762,"First Hellenic Republic",Q528546,
15997761,"Dominion of Fiji",Q5291089,
15997760,"Electorate of Hesse",Q529605,
15997759,"Sandur State",Q532048,
15997758,"Eastern Slavonia, Baranja and Western Syrmia",Q5330471,
15997757,"Emirate of Jabal Shammar",Q5362837,
15997756,"Toucouleur Empire",Q536476,
15997755,"Republic of Reuss",Q541199,
15997754,"Anglo-Egyptian occupation of Sudan",Q541455,
15997753,"Federation of Nigeria",Q5440850,
15997752,"Republic of Maryland",Q544630,
15997751,"Transcaucasian Socialist Federative Soviet Republic",Q545205,
15997750,"Franceville, New Hebrides",Q5479650,
15997749,"Free State of Fiume",Q548114,
15997748,"Republic of Quito",Q5483255,
15997747,"South African Republic",Q550374,
15997746,"Nieuwe Republiek",Q552157,
15997745,"Dominion of Ghana",Q5555325,
15997744,"Democratic People's Republic of Angola",Q55609338,
15997743,"Socialist Soviet Republic of Georgia",Q55659450,
15997742,"Duchy of Thouars",Q55979574,
15997741,"Margraviate of Baden-Baden",Q560771,
15997740,"Commonwealth realm of Guyana",Q5622720,
15997739,"Uryankhay Republic",Q56282578,
15997738,"Bani Khalid Emirate",Q56376885,
15997737,"Republic of Acre",Q564809,
15997736,Kazembe,Q5675285,
15997735,"Restoration in Switzerland",Q568452,
15997734,"Wassoulou Empire",Q568712,
15997733,"Free People's State of Württemberg",Q569871,
15997732,"Neapolitan Republic",Q573072,
15997731,"history of Ecuador (1830–1860)",Q5775982,
15997730,"Restored Republic",Q5788450,
15997729,"Mutawakkilite Kingdom of Yemen",Q580188,
15997728,"Emirate of Liptako",Q58053082,
15997727,"Patani Kingdom",Q584435,
15997726,"United States of Venezuela",Q5848651,
15997725,"Democratic Republic of Sudan",Q5866728,
15997724,"Third Republic of the Philippines",Q5870215,
15997723,Ruanda-Urundi,Q590743,
15997722,"Kingdom of Hungary",Q600018,
15997721,"Habsburg Spain",Q600093,
15997720,"United Republic of Cameroon",Q60023785,
15997719,"Kingdom of Talamanca",Q60043695,
15997718,"Sokoto Caliphate",Q600524,
15997717,"Mthethwa Paramountcy",Q600562,
15997716,Mosquitia,Q6037274,
15997715,Mosquitia,Q6037274,
15997714,"North Caucasian Soviet Republic",Q605000,
15997713,"Provisional People's Committee of North Korea",Q60770428,
15997712,"Tippu Tip's state",Q60775599,
15997711,"Bukhara Socialist Soviet Republic",Q60849901,
15997710,"Kingdom of Lithuania",Q612359,
15997709,"Kingdom of Lithuania",Q612359,
15997708,"Second Republic (Dominican Republic)",Q6123742,
15997707,Gordonia,Q61355432,
15997706,"State of Grão-Pará and Maranhão",Q616965,
15997705,"Governorate of Montenegro",Q616992,
15997704,"People's Republic of Mozambique",Q617078,
15997703,"Republic of the Congo (Léopoldville)",Q618399,
15997702,"Eastern Hungarian Kingdom",Q625380,
15997701,"Kingdom of Navarre beyond the Pyrenees",Q63021609,
15997700,"Republic of New Granada",Q630882,
15997699,"Afsharid Empire",Q63149558,
15997698,"Qajar Iran",Q63158027,
15997697,"Massina Empire",Q635394,
15997696,"Electorate of Baden",Q637238,
15997695,Kengcheng,Q6389173,
15997694,"South Kasai",Q639073,
15997693,"Kenya (1963–1964)",Q6392538,
15997692,"Senior juz",Q640998,
15997691,"Kingdom of Koya",Q6412616,
15997690,"Kingdom of Tunisia",Q6412669,
15997689,"Lachin Kurdish Republic",Q6468406,
15997688,"United Duchies of Jülich-Cleves-Berg",Q648046,
15997687,"Nguyen dynasty",Q6500483,
15997686,Zaire,Q6500954,
15997685,"Margraviate of Baden-Durlach",Q650370,
15997684,"Sheikhdom of al-Hawra",Q65050489,
15997683,"Sheikhdom of al-`Irqa",Q65051443,
15997682,"State of Ecuador",Q65166389,
15997681,"West Indies Federation",Q652560,
15997680,"Federation of Rhodesia and Nyasaland",Q654342,
15997679,"North Peru",Q654766,
15997678,"Cisrhenian Republic",Q655092,
15997677,"State of Buenos Aires",Q6553448,
15997676,"Principality of Transylvania",Q655621,
15997675,"Dholpur State",Q657861,
15997674,"Kolhapur State",Q657946,
15997673,"Ligurian Republic",Q659312,
15997672,"Duchy of Salzburg",Q661340,
15997671,"British Somaliland",Q662653,
15997670,"Freistaat Schwenten",Q665248,
15997669,Kamerun,Q668294,
15997668,"Orchha State",Q668415,
15997667,"Bidar Sultanate",Q669317,
15997666,"Republic of Yucatán",Q671658,
15997665,"Democratic Republic of Mohéli",Q67200271,
15997664,"Mahi people",Q6733951,
15997663,"Commonwealth realm of Malawi",Q6741448,
15997662,"Swedish Pomerania",Q682318,
15997661,"State of Honduras",Q68253870,
15997660,"State of Nicaragua",Q68257039,
15997659,"State of Guatemala",Q68257522,
15997658,"Principality of Serbia",Q684030,
15997657,"Rauracian Republic",Q684430,
15997656,"Socialist Soviet Republic of Byelorussia",Q68678,
15997655,"Socialist Soviet Republic of Byelorussia",Q68678,
15997654,"Bukharan People's Soviet Republic",Q68682,
15997653,"Spanish Sahara",Q689837,
15997652,"Gorizia and Gradisca",Q692946,
15997651,"Constitutional Cabinet of Louis XVI",Q69323,
15997650,Lajtabánság,Q695448,
15997649,"Khanate of Kokand",Q696241,
15997648,"Wang Jingwei regime",Q696242,
15997647,"Kingdom of Poland",Q696908,
15997646,"Banat of Temeswar",Q696913,
15997645,"Duchy of Oldenburg",Q697084,
15997644,Mengjiang,Q697837,
15997643,"Vichy France",Q69808,
15997642,"Grand Duchy of Würzburg",Q698089,
15997641,"French Fourth Republic",Q69829,
15997640,Hohenlohe-Langenburg,Q700102,
15997639,"Empire of Vietnam",Q701337,
15997638,"Territory of the Military Commander in Serbia",Q701914,
15997637,"Principality of Regensburg",Q701969,
15997636,"State of Burma",Q704358,
15997635,"Provisional People's Committee for North Korea",Q705044,
15997634,Wituland,Q705598,
15997633,"East Hebei Autonomous Council",Q707917,
15997632,"French Third Republic",Q70802,
15997631,"Reformed Government of the Republic of China",Q708865,
15997630,"First French Empire",Q71084,
15997629,"Second French Empire",Q71092,
15997627,"Republic of Ezo",Q714006,
15997626,"Indore State",Q716890,
15997625,"South Seas Mandate",Q718763,
15997624,"Ashanti Empire",Q722071,
15997623,"Post-independence Burma, 1948–1962",Q7233551,
15997622,"Pridnestrovian Moldavian Soviet Socialist Republic",Q7242857,
15997621,"Mount Lebanon Emirate",Q7245108,
15997620,"Protectorate of Peru",Q7251405,
15997619,"Zheltuga Republic",Q7273754,
15997618,"Cretan State",Q72785,
15997617,"Transpadane Republic",Q729481,
15997616,"Zulu Kingdom",Q729768,
15997615,"Autonomous Republic of Northern Epirus",Q730163,
15997614,"Regency Council",Q7308003,
15997613,"Republic of Baja California",Q7314427,
15997612,"Republic of South Carolina",Q7314513,
15997611,"Banten Sultanate",Q734867,
15997610,"United Provinces of the Río de la Plata",Q738144,
15997609,"State of Los Altos",Q738264,
15997608,"Wahidi Bir Ali",Q739722,
15997607,"Kingdom of Reman",Q7416493,
15997606,"Second Federal Republic of Mexico",Q7443295,
15997605,"Emirate of Bukhara",Q746558,
15997604,"Bechuanaland Protectorate",Q747314,
15997603,Maflahi,Q751372,
15997602,"New Hebrides",Q752431,
15997601,"Somali Republic",Q7559152,
15997600,Audhali,Q758709,
15997599,"Turkestan Autonomous Soviet Socialist Republic",Q75903,
15997598,"State of Malta",Q7603765,
15997597,"Congo Free State",Q76048,
15997596,"Dendi Kingdom",Q761103,
15997595,"Aro Confederacy",Q761370,
15997594,"Bamana Empire",Q762084,
15997593,"Lithuanian–Byelorussian Soviet Socialist Republic",Q76236,
15997592,"Sultanate of Harar",Q7636797,
15997591,"South African Republic",Q766411,
15997590,Tagmadert,Q7675292,
15997589,"Dutch Gold Coast",Q770776,
15997588,"Commonwealth realm of the Gambia",Q7735661,
15997587,"Sovereign Principality of the United Netherlands",Q774783,
15997586,"Adamawa Emirate",Q775550,
15997585,"Albanian Kingdom",Q777147,
15997584,"Third Republic of Madagascar",Q7784940,
15997583,"Principality of Montenegro",Q779011,
15997582,"Mughan Soviet Republic",Q781705,
15997581,"Principality of Benevento",Q781935,
15997580,"Provisional Government of the French Republic",Q783684,
15997579,"Trinidad and Tobago",Q7842409,
15997578,Kombo,Q786080,
15997577,"Commonwealth realm of Uganda",Q7877575,
15997576,"United Tribes of New Zealand",Q7893618,
15997575,Uukwanyama,Q7903544,
15997574,"Aussa Sultanate",Q791787,
15997573,Viye,Q7937982,
15997572,"French Togoland",Q797214,
15997571,"Republic of Upper Volta",Q797422,
15997570,"British Togoland",Q797527,
15997569,Baban,Q797579,
15997568,"Republic of Dahomey",Q798431,
15997567,"Bahawalpur State",Q800236,
15997566,"Lithuanian Soviet Socialist Republic",Q80211,
15997565,"Yauri Emirate",Q8050352,
15997564,"Bamra State",Q806019,
15997563,"Bang Assu",Q806435,
15997562,Baol,Q807068,
15997561,"Baoni State",Q807069,
15997560,"Baroda State",Q808575,
15997559,"Basoda State",Q810432,
15997558,"Bastar State",Q810557,
15997557,Upingtonia,Q8146595,
15997556,"Beiyang Government",Q814959,
15997555,"Belgian colonial empire",Q815524,
15997554,"Principality of Bulgaria",Q815731,
15997553,"Tuvan People's Republic",Q816709,
15997552,"Kingdom of Rohilkhand",Q81893195,
15997551,"Confederate States",Q81931,
15997550,"Estado Novo",Q824489,
15997549,"Interwar Lithuania",Q8272919,
15997548,"Senegambia Confederation",Q828443,
15997547,"Argentine Confederation",Q832554,
15997546,"Socialist Federal Republic of Yugoslavia",Q83286,
15997545,"Kingdom of Corsica",Q83444,
15997544,"Federation of South Arabia",Q834486,
15997543,"Anglo-Corsican Kingdom",Q83536,
15997542,"Sikh Empire",Q83572,
15997541,"Maratha Empire",Q83618,
15997540,"Duchy of Nassau",Q836680,
15997539,"Federal Republic of Yugoslavia",Q838261,
15997538,"Socialist Republic of Montenegro",Q838291,
15997537,"International Association of the Congo",Q838416,
15997536,"Socialist Republic of Romania",Q842794,
15997535,"Tagalog Republic",Q843394,
15997534,"Czechoslovak Socialist Republic",Q853348,
15997533,"Bharatpur State",Q854850,
15997532,"Bhavnagar State",Q854917,
15997531,"Bhor State",Q855058,
15997530,"United Arab States",Q856843,
15997529,"Sheikdom of Upper Asir",Q85800761,
15997528,"Yemeni Zaidi State",Q85816686,
15997527,"Sultanate of Hobyo",Q862404,
15997526,Kaabu,Q862478,
15997525,"Geledi Sultanate",Q862518,
15997524,"People's Republic of Benin",Q862701,
15997523,Kuwait,Q868942,
15997522,"Kingdom of Laos",Q870055,
15997521,"British Malaya",Q871091,
15997520,"Serbian Empire of Jovan Nenad",Q872301,
15997519,"French Consulate",Q877619,
15997518,"Estado Libre del Istmo",Q8842943,
15997517,"United States of Central America",Q8842993,
15997516,Bunyoro,Q889897,
15997515,"Tooro Kingdom",Q889912,
15997514,Bundu,Q892272,
15997513,"Baudh State",Q894995,
15997512,"Peru–Bolivian Confederation",Q899706,
15997511,"Free City of Danzig",Q901974,
15997510,"Cochinchina Autonomous Republic",Q903061,
15997509,"United Kingdom of Portugal, and of Brazil, and the Algarves",Q903779,
15997508,"Socialist Soviet Republic Of Armenia",Q90579326,
15997507,"United Provinces of Central America",Q9063401,
15997506,"French protectorate in Morocco",Q907234,
15997505,"Republic of Prekmurje",Q913828,
15997504,"Tonk State",Q914031,
15997503,"Patiala State",Q917553,
15997502,"Bantva Manavadar State",Q918500,
15997501,"Morvi State",Q922317,
15997500,Kaarta,Q924833,
15997499,"Free State of Jones",Q92621935,
15997498,"Italian Empire",Q926295,
15997497,"Nabha State",Q929357,
15997496,"Patria Nueva",Q929693,
15997495,"Rada Narodowa Księstwa Cieszyńskiego",Q9301958,
15997494,Changbhakar,Q932370,
15997493,"Raigarh State",Q932393,
15997492,"Miraj Senior",Q932487,
15997491,"Jath State",Q933413,
15997490,"Republic of Hungary",Q940741,
15997489,"People's Democratic Republic of Ethiopia",Q940821,
15997488,"Netherlands New Guinea",Q941881,
15997487,"South-West Africa",Q953068,
15997486,"Republic of Haiti (1820–1849)",Q95408244,
15997485,"Free State of Waldeck-Pyrmont",Q954891,
15997484,"Kingdom of Hejaz",Q956357,
15997483,"United Principalities of Moldavia and Wallachia",Q958291,
15997482,"Republic of Utrecht",Q958477,
15997481,"Emirate of Nejd and Hasa",Q96028967,
15997480,"Republic „Otto Luoghi“",Q96051590,
15997479,"Bahrain and its Dependencies",Q96204511,
15997478,"Moldavian Democratic Republic",Q964024,
15997477,"Emirate of Qatar",Q96404668,
15997476,"Coalition Provisional Authority",Q965174,
15997475,"Tripolitanian Republic",Q965346,
15997474,"Kingdom of Matamba",Q973988,
15997473,"Malayan Union",Q976099,
15997472,"Narsinghgarh State",Q976913,
15997471,"People's Revolutionary Republic of Guinea",Q98605707,
15997470,"Rozwi Empire",Q986822,
15997469,"Etrurian Republic",Q992220,
15997468,"Maihar State",Q999297,
15997467,"Jefferson Territory",Q999381,
15997466,"Captaincy General of Venezuela",Q10463,
15997465,"Soviet Union",Q15180,
15997464,"United Kingdom of the Netherlands",Q15864,
15997463,"Hungarian People's Republic",Q16410,
15997461,"California Republic",Q17557,
15997460,"Grand Duchy of Hesse",Q20135,
15997459,"Russian Soviet Federative Socialist Republic",Q2184,
15997458,"Netherlands Antilles",Q25227,
15997457,"Kingdom of Prussia",Q27306,
15997456,"Korean Empire",Q28233,
15997455,"Provisional Government of the Republic of Korea",Q28278,
15997454,Austria-Hungary,Q28513,
15997453,"Byelorussian Soviet Socialist Republic",Q2895,
15997452,"Lokot Autonomy",Q30573,
15997451,"Independent Macedonia",Q30609,
15997450,Manchukuo,Q30623,
15997449,"Kingdom of Libya",Q31454,
15997448,"Irish Free State",Q31747,
15997447,"Mughal Empire",Q33296,
15997446,Czechoslovakia,Q33946,
15997445,"Russian Empire",Q34266,
15997444,Yugoslavia,Q36704,
15997443,"Serbia and Montenegro",Q37024,
15997442,"Republic of the Rif",Q37102,
15997441,"Dominion of Newfoundland",Q38610,
15997440,Prussia,Q38872,
15997439,"Weimar Republic",Q41304,
15997437,"Federation of Arab Republics",Q44642,
15997436,"Colony of Aden",Q49910,
15997435,"July Monarchy",Q58202,
15997434,"French First Republic",Q58296,
15997433,"French Second Republic",Q58326,
15997432,"Khorezm People's Soviet Republic",Q61291,
15997431,"Far Eastern Republic",Q61292,
15997430,"Galician Soviet Socialist Republic",Q61385,
15997429,"Donetsk-Krivoy Rog Soviet Republic",Q61427,
15997428,"Finnish Democratic Republic",Q62519,
15997427,"Kingdom of Iceland",Q62567,
15997426,"Union between Sweden and Norway",Q62589,
15997425,"Grand Principality of Finland",Q62633,
15997424,Denmark–Norway,Q62651,
15997423,"SAO Eastern Slavonia, Baranja and Western Syrmia",Q65362,
15997421,"British Empire",Q8680,
15997420,"Second Republic of Venezuela",Q8950,
